v2,8,32,32,1e-05,5000,1392885
v2,8,32,32,1e-05,5000,1453420
v2,8,32,32,1e-05,5000,1488940
v2,8,32,32,1e-05,5000,1442834
v2,8,32,32,1e-05,5000,1801771
v2,8,32,32,1e-05,5000,1421815
v2,8,32,32,1e-05,5000,1451644
v2,8,32,32,1e-05,5000,1745397
v2,8,32,32,1e-05,5000,1751319
v2,8,32,32,1e-05,5000,1789126
v2,8,32,32,1e-05,5000,1752123
v2,8,32,32,1e-05,5000,2157681
v2,8,32,32,1e-05,5000,1863552
v2,8,32,32,1e-05,5000,2093325
v2,8,32,32,1e-05,5000,1759888
v2,8,32,32,1e-05,5000,1763977
v2,8,32,32,1e-05,5000,2073903
v2,8,32,32,1e-05,5000,1383939
v2,8,32,32,1e-05,5000,1376686
v2,8,32,32,1e-05,5000,1425100
v2,8,32,32,1e-05,5000,1763815
v2,8,32,32,1e-05,5000,1770907
v2,8,32,32,1e-05,5000,1972053
v2,8,32,32,1e-05,5000,1761463
v2,8,32,32,1e-05,5000,1883274
v2,8,32,32,1e-05,5000,5191753
v2,8,32,32,1e-05,5000,5190006
v2,8,32,32,1e-05,5000,5199892
v2,8,32,32,1e-05,5000,5528531
v2,8,32,32,1e-05,5000,1815369
v2,8,32,32,1e-05,5000,5177972
v2,8,32,32,1e-05,5000,1749440
v2,8,32,32,1e-05,5000,1783547
v2,8,32,32,1e-05,5000,1402013
v2,8,32,32,1e-05,5000,1400457
v2,8,32,32,1e-05,5000,1768417
